Mod:Item:MetaData, Localized Name
embers:block_lantern, Ember Lantern
embers:beam_splitter, Beam Splitter
embers:ember_relay, Ember Relay
embers:crystal_cell, Crystal Cell
embers:charger, Copper Charger
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:wall_ashen_stone, Ashen Stone Wall
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:wall_ashen_brick, Ashen Brick Wall
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:wall_ashen_tile, Ashen Tile Wall
embers:cinder_plinth, Cinder Plinth
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:item_transfer, Item Transfer
embers:beam_cannon, Beam Cannon
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_tile, Archaic Tile
embers:archaic_light, Archaic Light
embers:dawnstone_anvil, Dawnstone Anvil
embers:auto_hammer, Automatic Hammer
embers:ore_quartz, Quartz Ore
embers:sealed_planks, Sealed Planks
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:vacuum, Item Vacuum
embers:breaker, Automatic Breaker
embers:ember_injector, Ember Injector
embers:boiler, Pressure Refinery
embers:reactor, Ignem Reactor
embers:combustor, Combustion Chamber
embers:catalyzer, Catalysis Chamber
embers:field_chart, Field Chart
embers:ember_pulser, Ember Ejector
embers:inferno_forge, Inferno Forge
embers:caminite_lever, Caminite Lever
embers:creative_ember_source, Creative Ember Source
embers:mechanical_pump, Mechanical Pump
embers:catalytic_plug, Catalytic Plug
embers:ember_funnel, Ember Funnel
embers:mini_boiler, Mini Boiler
embers:reaction_chamber, Reaction Chamber
embers:fluid_transfer, Fluid Transfer
embers:ember_siphon, Ember Siphon
embers:stirling, Wildfire Stirling
embers:clockwork_attenuator, Clockwork Attenuator
embers:seed_iron, Iron Crystal Seed
embers:seed_gold, Gold Crystal Seed
embers:seed_copper, Copper Crystal Seed
embers:seed_silver, Silver Crystal Seed
embers:seed_lead, Lead Crystal Seed
embers:seed_dawnstone, Dawnstone Crystal Seed
embers:stone_valve, Caminite Valve
embers:geo_separator, Geologic Separator
embers:item_request, Item Requisition
embers:ember_pipe, Volatile Ember Conduit
embers:turret, tile.turret.name
embers:block_aluminum, Block of Aluminum 
embers:ore_aluminum, Aluminum Ore
embers:seed_aluminum, Aluminium Crystal Seed
embers:block_bronze, Block of Bronze 
embers:block_electrum, Electrum Block
embers:block_nickel, Nickel Block
embers:ore_nickel, Nickel Ore
embers:seed_nickel, Nickel Crystal Seed
embers:block_tin, Block of Tin 
embers:ore_tin, Tin Ore
embers:seed_tin, Tin Crystal Seed
embers:explosion_pedestal, Explosion Charm Pedestal
grapplemod:grapplinghook, Grappling Hook
grapplemod:block_grapple_modifier, Grappling Hook Modifier
grapplemod:enderhook, Grappling Hook
grapplemod:magnethook, Grappling Hook
grapplemod:rockethook, Grappling Hook
grapplemod:motorhook, Grappling Hook
grapplemod:smarthook, Grappling Hook
grapplemod:doublemotorhook, Grappling Hook
grapplemod:rocketdoublemotorhook, Grappling Hook
grapplemod:launcheritem, Ender Staff
grapplemod:repeller, Magnetic Forcefield
grapplemod:longfallboots, Long Fall Boots
grapplemod:baseupgradeitem, Base Grappling Hook Upgrade
grapplemod:ropeupgradeitem, Rope Grappling Hook Upgrade
grapplemod:throwupgradeitem, Hook Thrower Grappling Hook Upgrade
grapplemod:motorupgradeitem, Motor Grappling Hook Upgrade
grapplemod:swingupgradeitem, Swing Grappling Hook Upgrade
grapplemod:staffupgradeitem, Ender Staff Grappling Hook Upgrade
grapplemod:forcefieldupgradeitem, Forcefield Grappling Hook Upgrade
grapplemod:magnetupgradeitem, Hook Magnet Grappling Hook Upgrade
grapplemod:doubleupgradeitem, Double Grappling Hook Upgrade
grapplemod:rocketupgradeitem, Rocket Grappling Hook Upgrade
grapplemod:limitsupgradeitem, Limits Grappling Hook Upgrade
ichunutil:compact_porkchop, Compact Raw Porkchop
nocubessrpaddon:infectedarmorfragment, Infected Armor Fragment
nocubessrpaddon:pestilentstar, Pestilent Shuriken
nocubessrpaddon:pestillentknife, Pestilent Knife
nocubessrpaddon:pestillentscythe, Pestilent Scythe
nocubessrpaddon:pestilentmallet, Pestilent Mallet
nocubessrpaddon:pestilentarmorhelmet, Pestilent Helmet
nocubessrpaddon:pestilentarmorbody, Pestilent Chestplate
nocubessrpaddon:pestilentarmorlegs, Pestilent Leggings
nocubessrpaddon:pestilentarmorboots, Pestilent Boots
nocubessrpaddon:maul, Maul
nocubessrpaddon:invasivecompound, Invasive Compound
nocubessrpaddon:waraxe, War Axe
nocubessrpaddon:waraxedouble, Destroyer Axe
nocubessrpaddon:diggingclaw, Digging Claw
nocubessrpaddon:scoutarmorhelmet, Scout Helmet
nocubessrpaddon:scoutarmorbody, Scout Chestplate
nocubessrpaddon:scoutarmorlegs, Scout Leggings
nocubessrpaddon:scoutarmorboots, Scout Boots
nocubessrpaddon:greenblade, Green Blade
nocubessrpaddon:purpleblade, Purple Blade
nocubessrpaddon:shellbreaker, Shellbreaker
nocubessrpaddon:longarmssaber, Longarms Saber
nocubessrpaddon:longarmsmembrane, Longarms Membrane
nocubessrpaddon:carapacearmorhelmet, Carapace Helmet
nocubessrpaddon:carapacearmorbody, Carapace Chestplate
nocubessrpaddon:carapacearmorlegs, Carapace Leggings
nocubessrpaddon:carapacearmorboots, Carapace Boots
nocubessrpaddon:evolutionknife, Evolution Knife
nocubessrpaddon:evolutionscythe, Evolution Scythe
nocubessrpaddon:evolutionaxe, Evolution Axe
nocubessrpaddon:evolutionbow, Evolution Bow
nocubessrpaddon:evolutioncore, Evolution Core
nocubessrpaddon:evolutionarmorhelmet, Evolution Helmet
nocubessrpaddon:evolutionarmorbody, Evolution Chestplate
nocubessrpaddon:evolutionarmorlegs, Evolution Leggings
nocubessrpaddon:evolutionarmorboots, Evolution Boots
nocubessrpaddon:livingarmorhelmet, Living Helmet
nocubessrpaddon:livingarmorbody, Living Chestplate
nocubessrpaddon:livingarmorlegs, Living Leggings
nocubessrpaddon:livingarmorboots, Living Boots
nocubessrpaddon:adaptivecore, Adaptive Core
nocubessrpaddon:adaptivearmorhelmet, Adaptive Helmet
nocubessrpaddon:adaptivearmorbody, Adaptive Chestplate
nocubessrpaddon:adaptivearmorlegs, Adaptive Leggings
nocubessrpaddon:adaptivearmorboots, Adaptive Boots
nocubessrpaddon:livingarmorfragment, Living Armor Fragment
nocubessrpaddon:livingaxe, Living Axe
nocubessrpaddon:machete, Machete
nocubessrpaddon:rupterdualaxe, Rupter Labrys
nocubessrpaddon:heartrapier, Heart Rapier
nocubessrpaddon:flesheater, Flesh Eater
nocubessrpaddon:yellowhalberd, Yellow Halberd
nocubessrpaddon:flamethrowerbarrel, Weapon Barrel
nocubessrpaddon:flamethrowergrip, Weapon Grip
nocubessrpaddon:flamethrowerpart, Weapon Part
nocubessrpaddon:flamethrowertank, Fuel Tank
nocubessrpaddon:flamethrowercore2, Plasma Torch Core
nocubessrpaddon:flamethrowercore, Flamethrower Core
nocubessrpaddon:flamethrowercore3, Incinerator Core
nocubessrpaddon:flamethrower2, Plasma Torch
nocubessrpaddon:flamethrower, Flamethrower
nocubessrpaddon:flamethrower3, Incinerator
nocubessrpaddon:flamethrowerfuel, Fuel Capsule
nocubessrpaddon:ruptorbomb, Rupter Bomb
nocubessrpaddon:headbomb, Head Bomb
nocubessrpaddon:pestbread, Pest Bread
nocubessrpaddon:dreadleaf, Dread Leaf
nocubessrpaddon:redflesh, Red Flesh
nocubessrpaddon:cookedredflesh, Cooked Red Flesh
nocubessrpaddon:molderedpie, Moldered Pie
nocubessrpaddon:alienburger, Alien Burger
nocubessrpaddon:parasitelarvae, Parasite Larvae
nocubessrpaddon:fleshfruitsoup, Fleshfruit Soup
nocubessrpaddon:plaguesalad, Plague Salad
nocubessrpaddon:fleshsoup, Assimilated Soup
nocubessrpaddon:ruptorsoup, Rupter Soup
nocubessrpaddon:roastedlumps, Roasted Lumps
nocubessrpaddon:fleshbarbecue, Flesh Barbecue
nocubessrpaddon:cookedparasiteheart, Cooked Parasite Heart
nocubessrpaddon:fermentedsegment, Fermented Gland
nocubessrpaddon:reekingribs, Reeking Ribs
nocubessrpaddon:infestedstonebrick, Infested Stone Brick
nocubessrpaddon:infestedbrickstair, Infested Stone Brick Stairs
nocubessrpaddon:infestedbrickslab:0, Infested Stone Brick Slab
nocubessrpaddon:infestedbrickwall, Infested Stone Brick Wall
nocubessrpaddon:infectedbrickchiseled, Chiseled Infested Stone Brick
nocubessrpaddon:crackedinfestedbrick, Cracked Infested Brick
nocubessrpaddon:mossyinfestedbrick, Mossy Infested Brick
nocubessrpaddon:infestedstonestairs, Infested Stone Stairs
nocubessrpaddon:infestedstoneslab:0, Infested Stone Slab
nocubessrpaddon:redstonebrick, Parasitic Stone Brick
nocubessrpaddon:redstonebrickstairs, Parasitic Stone Brick Stairs
nocubessrpaddon:redstonebrickslab:0, Parasitic Stone Brick Slab
nocubessrpaddon:redstonebrickwall, Parasitic Stone Brick Wall
nocubessrpaddon:redstonebrickchiseled, Chiseled Parasitic Stone Brick
nocubessrpaddon:crackedparasitebrick, Cracked Parasitic Stone Brick
nocubessrpaddon:mossyparasitebrick, Mossy Parasitic Stone Brick
nocubessrpaddon:redstonestairs, Parasitic Stone Stairs
nocubessrpaddon:redstoneslab:0, Parasitic Stone Slab
nocubessrpaddon:infstone, Infested Dirtstone
nocubessrpaddon:infstonestairs, Infested Dirtstone Stairs
nocubessrpaddon:infstoneslab:0, Infested Dirtstone Slab
nocubessrpaddon:infstonefence, Infested Dirtstone Wall
nocubessrpaddon:infstonechiseled, Chiseled Infested Dirtstone
nocubessrpaddon:infstonecut, Smooth Infested Dirtstone
nocubessrpaddon:concentratedbonewall, Parasitic Concentrated Bone Wall
nocubessrpaddon:infestedstonewall, Infested Stone Wall
nocubessrpaddon:redstonewall, Parasitic Stone Wall
nocubessrpaddon:dirtstone, Parasitic Dirtstone
nocubessrpaddon:dirtstonestairs, Parasitic Dirtstone Stairs
nocubessrpaddon:dirtstoneslab:0, Parasitic Dirtstone Slab
nocubessrpaddon:dirtstonewall, Parasitic Dirtstone Wall
nocubessrpaddon:dirtstonechiseled, Chiseled Parasitic Dirtstone
nocubessrpaddon:dirtstonecut, Smooth Parasitic Dirtstone
nocubessrpaddon:concentratedfleshstairs, Parasitic Concentrated Flesh Stairs
nocubessrpaddon:concentratedfleshslab:0, Parasitic Concentrated Flesh Stairs
nocubessrpaddon:concentratedfleshwall, Parasitic Concentrated Flesh Wall
nocubessrpaddon:mudstone, Parasitic Mudstone
nocubessrpaddon:mudstonestairs, Parasitic Mudstone Stairs
nocubessrpaddon:mudstoneslab:0, Parasitic Mudstone Slab
nocubessrpaddon:mudstonewall, Parasitic Mudstone Wall
nocubessrpaddon:mudstonechiseled, Chiseled Parasitic Mudstone
nocubessrpaddon:mudstonesmooth, Smooth Parasitic Mudstone
nocubessrpaddon:fleshwall, Wall of Flesh
nocubessrpaddon:fleshstairs:0, Flesh Slab
nocubessrpaddon:blightedseeds, Blighted Seeds
nocubessrpaddon:infectedcoal, Parasitic Coal Ore
nocubessrpaddon:infectediron, Parasitic Iron Ore
nocubessrpaddon:infectedgold, Parasitic Gold Ore
nocubessrpaddon:infecteddiamondore, Parasitic Diamond Ore
nocubessrpaddon:infectedlapis, Parasitic Lapis Lazuli Ore
nocubessrpaddon:infectedredstone, Parasitic Redstone Ore
nocubessrpaddon:infectedemeraldore, Parasitic Emerald Ore
nocubessrpaddon:rotbonemeal, Rotbone Meal
nocubessrpaddon:blightedseedscrate, Blighted Seeds Block
nocubessrpaddon:planksgreen, Infested Wood Planks
nocubessrpaddon:planksgreenstairs, Infested Wood Stairs
nocubessrpaddon:planksgreenslab:0, Infested Wood Slab
nocubessrpaddon:planksgreenfence, Infested Wood Fence
nocubessrpaddon:infectedfleshblock, Infected Flesh Block
nocubessrpaddon:fragilepieceblock, Fragile Piece Block
nocubessrpaddon:smellypieceblock, Smelly Piece Block
nocubessrpaddon:putridblock, Putrid Unit Block
nocubessrpaddon:fetidblock, Fetid Unit Block
nocubessrpaddon:plankspurple, Blightwood Planks
nocubessrpaddon:plankspurplestairs, Blightwood Stairs
nocubessrpaddon:plankspurpleslab:0, Blightwood Slab
nocubessrpaddon:plankspurplefence, Blightwood Fence
nocubessrpaddon:molderedsegmentblock, Moldered Segment Block
nocubessrpaddon:essentialsegmentblock, Essential Segment Block
nocubessrpaddon:vesicleblock, Parasitic Vesicle Block
nocubessrpaddon:lumpblock, Parasitic Lump Block
nocubessrpaddon:sacblock, Parasitic Sac Block
nocubessrpaddon:plankscyan, Rotstem Planks
nocubessrpaddon:plankscyanstairs, Rotstem Stairs
nocubessrpaddon:plankscyanslab:0, Rotstem Slab
nocubessrpaddon:plankscyanfence, Rotstem Fence
nocubessrpaddon:adareekerblock, Reeker Fang Block
nocubessrpaddon:yelloweyeboneblock, Yelloweye Bone Block
nocubessrpaddon:manducaterorbblock, Manducater Orb Block
nocubessrpaddon:summonercoreblock, Summoner Core Block
nocubessrpaddon:longarmsblock, Longarms Armor Plating
nocubessrpaddon:stringblock, Parasite String Coil
nocubessrpaddon:livinghandleblock, Parasite Handle Bundle
nocubessrpaddon:flamerbarrelblock, Parasite Barrel Bundle
nocubessrpaddon:flamercoregreen, Plasma Torch Core Block
nocubessrpaddon:flamercoreorange, Flamethrower Core Block
nocubessrpaddon:flamercorepurple, Incinerator Core Block
nocubessrpaddon:scythecoreblock, Scythe Core Block
nocubessrpaddon:bowcoreblock, Bow Core Block
nocubessrpaddon:fuelblock, Fuel Reservoir Block
nocubessrpaddon:evolutioncoreblock, Evolution Core Block
nocubessrpaddon:adaptationcoreblock, Adaptation Core Block
nocubessrpaddon:projectilesprite, Projectile Sprite
nocubessrpaddon:cellofassimilation, Cells Of Assimilation
nocubessrpaddon:cellofconquer, Cells of Conquer
nocubessrpaddon:cellofpurification, Cells of Purification
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:agaveitem, Agave
harvestcraft:agaveseeditem, Agave Seed
harvestcraft:amaranthitem, Amaranth
harvestcraft:amaranthseeditem, Amaranth Seed
harvestcraft:arrowrootitem, Arrowroot
harvestcraft:arrowrootseeditem, Arrowroot Seed
harvestcraft:cassavaitem, Cassava
harvestcraft:cassavaseeditem, Cassava Seed
harvestcraft:chickpeaitem, Chickpeas
harvestcraft:chickpeaseeditem, Chickpea Seed
harvestcraft:elderberryitem, Elderberry
harvestcraft:elderberryseeditem, Elderberry Seed
harvestcraft:flaxitem, Flax
harvestcraft:flaxseeditem, Flax Seed
harvestcraft:greengrapeitem, Green Grape
harvestcraft:greengrapeseeditem, Green Grape Seed
harvestcraft:huckleberryitem, Huckleberry
harvestcraft:huckleberryseeditem, Huckleberry Seed
harvestcraft:jicamaitem, Jicama
harvestcraft:jicamaseeditem, Jicama Seed
harvestcraft:juteitem, Jute
harvestcraft:juteseeditem, Jute Seed
harvestcraft:kenafitem, Kenaf
harvestcraft:kenafseeditem, Kenaf Seed
harvestcraft:kohlrabiitem, Kohlrabi
harvestcraft:kohlrabiseeditem, Kohlrabi Seed
harvestcraft:lentilitem, Lentils
harvestcraft:lentilseeditem, Lentil Seed
harvestcraft:milletitem, Millet
harvestcraft:milletseeditem, Millet Seed
harvestcraft:mulberryitem, Mulberry
harvestcraft:mulberryseeditem, Mulberry Seed
harvestcraft:quinoaitem, Quinoa
harvestcraft:quinoaseeditem, Quinoa Seed
harvestcraft:sisalitem, Sisal
harvestcraft:sisalseeditem, Sisal Seed
harvestcraft:taroitem, Taro
harvestcraft:taroseeditem, Taro Seed
harvestcraft:tomatilloitem, Tomatillo
harvestcraft:tomatilloseeditem, Tomatillo Seed
harvestcraft:juniperberryitem, Juniperberry
harvestcraft:juniperberryseeditem, Juniperberry Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:soursop_sapling, Soursop Sapling
harvestcraft:soursopitem, Soursop
harvestcraft:pamsoursop, Soursop
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:rambutan_sapling, Rambutan Sapling
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
harvestcraft:pampassionfruit, Passionfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:spiderweb_sapling, Spider Web Sapling
harvestcraft:pamspiderweb, Spider Web
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruititem, Starfruit
harvestcraft:pamstarfruit, Starfruit
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaitem, Banana
harvestcraft:pambanana, Banana
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumitem, Plum
harvestcraft:pamplum, Plum
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoitem, Avocado
harvestcraft:pamavocado, Avocado
harvestcraft:pecan_sapling, Pecan Sapling
harvestcraft:pecanitem, Pecan
harvestcraft:pampecan, Pecan
harvestcraft:pistachio_sapling, Pistachio Sapling
harvestcraft:pistachioitem, Pistachio
harvestcraft:pampistachio, Pistachio
harvestcraft:hazelnut_sapling, Hazelnut Sapling
harvestcraft:hazelnutitem, Hazelnut
harvestcraft:pamhazelnut, Hazelnut
harvestcraft:lime_sapling, Lime Sapling
harvestcraft:limeitem, Lime
harvestcraft:pamlime, Lime
harvestcraft:peppercorn_sapling, Peppercorn Sapling
harvestcraft:peppercornitem, Peppercorn
harvestcraft:pampeppercorn, Peppercorn
harvestcraft:almond_sapling, Almond Sapling
harvestcraft:almonditem, Almond
harvestcraft:pamalmond, Almond
harvestcraft:gooseberry_sapling, Gooseberry Sapling
harvestcraft:gooseberryitem, Gooseberry
harvestcraft:pamgooseberry, Gooseberry
harvestcraft:peach_sapling, Peach Sapling
harvestcraft:peachitem, Peach
harvestcraft:pampeach, Peach
harvestcraft:chestnut_sapling, Chestnut Sapling
harvestcraft:chestnutitem, Chestnut
harvestcraft:pamchestnut, Chestnut
harvestcraft:pawpaw_sapling, Pawpaw Sapling
harvestcraft:pawpawitem, Pawpaw
harvestcraft:pampawpaw, Pawpaw
harvestcraft:coconut_sapling, Coconut Sapling
harvestcraft:coconutitem, Coconut
harvestcraft:pamcoconut, Coconut
harvestcraft:mango_sapling, Mango Sapling
harvestcraft:mangoitem, Mango
harvestcraft:pammango, Mango
harvestcraft:apricot_sapling, Apricot Sapling
harvestcraft:apricotitem, Apricot
harvestcraft:pamapricot, Apricot
harvestcraft:orange_sapling, Orange Sapling
harvestcraft:orangeitem, Orange
harvestcraft:pamorange, Orange
harvestcraft:walnut_sapling, Walnut Sapling
harvestcraft:walnutitem, Walnut
harvestcraft:pamwalnut, Walnut
harvestcraft:lychee_sapling, Lychee Sapling
harvestcraft:lycheeitem, Lychee
harvestcraft:pamlychee, Lychee
harvestcraft:persimmon_sapling, Persimmon Sapling
harvestcraft:persimmonitem, Persimmon
harvestcraft:pampersimmon, Persimmon
harvestcraft:guava_sapling, Guava Sapling
harvestcraft:guavaitem, Guava
harvestcraft:pamguava, Guava
harvestcraft:breadfruit_sapling, Breadfruit Sapling
harvestcraft:breadfruititem, Breadfruit
harvestcraft:pambreadfruit, Breadfruit
harvestcraft:nutmeg_sapling, Nutmeg Sapling
harvestcraft:nutmegitem, Nutmeg
harvestcraft:pamnutmeg, Nutmeg
harvestcraft:durian_sapling, Durian Sapling
harvestcraft:durianitem, Durian
harvestcraft:pamdurian, Durian
harvestcraft:tamarind_sapling, Tamarind Sapling
harvestcraft:tamarinditem, Tamarind
harvestcraft:pamtamarind, Tamarind
harvestcraft:cinnamon_sapling, Cinnamon Sapling
harvestcraft:cinnamonitem, Cinnamon
harvestcraft:pamcinnamon, Cinnamon Wood
harvestcraft:maple_sapling, Maple Sapling
harvestcraft:maplesyrupitem, Maple Syrup
harvestcraft:pammaple, Maple Wood
harvestcraft:paperbark_sapling, Paperbark Sapling
harvestcraft:pampaperbark, Paperbark Wood
harvestcraft:market, Market
harvestcraft:shippingbin, Shipping Bin
harvestcraft:well, Well
harvestcraft:groundtrap, Ground Trap
harvestcraft:watertrap, Water Trap
harvestcraft:waterfilter, Water Filter
harvestcraft:grinder, Grinder
harvestcraft:beehive, Beehive
harvestcraft:apiary, Apiary
harvestcraft:honey, Honey Block
harvestcraft:honeycomb, Honeycomb Block
harvestcraft:pressedwax, Pressed Wax Block
